|name      |ra        |dec      |app_mag|spect_type|result_parallax|bv_color|ub_color|ri_color|
|Gl 791.3  |20 31 31.5|+33 46 30|  9.23 |dK8       | 39.0          | 1.13   | 1.08   | 0.42   |
|Gl 30     |00 43 33.9|+33 51 01|  8.73 |dK5       | 54.7          | 1.12   | 1.09   | 0.44   |
|NN 3927   |15 55 03.4|+33 51 17| 15.95 |m         | 42.1          | 1.76   |        |        |
|Gl 615.2B |16 14 41.6|+33 51 32|  6.72 |G1 V      | 44.4          |        |        | 0.24   |
|Gl 615.2A |16 14 41.6|+33 51 32|  5.64 |F8 V      | 44.4          | 0.51   |-0.00   | 0.21   |
|Gl 334.2  |09 08 51.6|+33 53 01|  5.93 |F9 V      | 52.0          | 0.60   | 0.04   |        |
|NN 4118   |19 38 00.0|+33 53 34|  7.47 |G5        | 41.0          |        |        |        |
|Gl 806.1B |20 46 05.1|+33 57 49| 13.40 |M4        | 52.0          | 1.66   |        | 1.11   |
|Gl 806.1A |20 46 11.1|+33 57 55|  2.45 |K0- III   | 52.0          | 1.03   | 0.87   |        |
|NN 3143   |02 15 33.5|+33 58 01| 13.58 |m         | 58.0          |        |        | 1.24   |
|NN 4196   |21 27 33.9|+34 01 36| 11.15 |m         | 47.0          |        |        | 0.82   |
|Gl 747.2  |19 08 54.7|+34 03 41|  9.43 |dK6       | 46.0          | 1.24   | 1.17   | 0.50   |
|GJ 1107   |08 05 41.6|+34 04 48| 10.14 |dM0  p    | 54.5          | 1.35   | 1.25   | 0.56   |
|NN 4127   |19 53 32.9|+34 08 17| 11.63 |m         | 46.0          |        |        | 0.89   |
|Gl 52.2   |01 07 42.7|+34 12 06| 13.35 |M3        | 44.5          | 1.59   | 1.18   |        |
|Gl 434    |11 41 02.8|+34 12 22|  5.33 |G8 Ve     |116.0          | 0.72   | 0.25   | 0.27   |
|Gl 92     |02 16 59.0|+34 13 40|  4.87 |G0 Ve     | 98.1          | 0.61   | 0.02   | 0.24   |
|Gl 679    |17 32 01.6|+34 16 12|  6.56 |G5 V      | 54.8          | 0.65   | 0.17   |        |
|NN 4173   |20 58 41.4|+34 16 29| 11.06 |M2        | 42.0          | 1.46   |        | 0.75   |
|Gl 508.2  |13 20 56.1|+34 17 00| 10.62 |dM1       | 61.0          | 1.44   | 1.20   | 0.85   |
|Wo 9427   |13 07 35.6|+34 24 06|  9.34 |dK8       | 42.0          | 1.18   | 1.10   | 0.46   |
|Gl 116    |02 52 02.6|+34 24 11|  9.55 |dM0       | 66.7          | 1.34   | 1.02   |        |
|Gl 612.1  |16 06 41.1|+34 37 55| 10.45 |dM0       | 49.8          | 1.24   | 1.25   | 0.50   |
|NN 3002   |00 04 50.5|+34 39 30|  6.11 |G2 V      | 49.0          | 0.62   | 0.09   |        |
|Wo 9057   |01 34 26.9|+34 40 45|  9.56 |F8        | 40.8          | 0.52   | 0.02   |        |
|NN 3423   |07 03 23.4|+34 41 45| 13.17 |m         | 75.0          |        |        | 1.26   |
|NN 3926B  |15 53 05.3|+34 45 10| 13.18 |m         | 48.7          | 1.53   |        | 1.20   |
|NN 3925A  |15 53 05.3|+34 45 40| 11.75 |M3        | 48.7          | 1.51   | 1.21   | 1.07   |
|NN 3919   |15 49 40.6|+34 48 27| 13.16 |m         | 56.6          | 1.64   |        |        |
|NN 3516   |08 51 00.2|+34 49 27|  7.60 |G0        | 43.0          |        |        |        |
|NN 3297   |04 34 15.8|+34 49 43| 13.13 |g-k       | 43.0          | 1.57   | 1.17   |        |
|GJ 1274   |22 50 33.7|+34 51 07| 11.72 |m         | 48.1          | 1.53   |        |        |
|NN 3966   |16 35 27.1|+35 01 07| 12.95 |m         | 87.0          |        |        | 1.27   |
|Gl 308B   |08 28 26.4|+35 01 13| 11.56 |          | 34.0          |        |        |        |
|Gl 308A   |08 28 26.4|+35 01 13| 11.48 |M0 V      | 34.0          | 1.55   | 1.20   | 0.77   |
|Gl 507A   |13 19 31.9|+35 07 16|  9.51 |dM1.5     | 79.9          | 1.47   | 1.20   | 0.81   |
|Gl 507B   |13 19 31.9|+35 07 16| 12.10 |M3        | 79.9          | 1.58   | 1.20   | 1.08   |
|NN 3411   |06 49 35.8|+35 08 38| 10.17 |K5        | 40.0          | 1.32   | 1.27   | 0.57   |
|GJ 1152   |11 51 37.8|+35 11 25|  9.64 |G7 IV     | 44.6          | 0.78   |        |        |
|NN 3928   |15 55 32.4|+35 11 55| 13.68 |m         | 92.0          |        |        | 1.37   |
|Gl 490B   |12 57 40.2|+35 13 24| 13.20 |dM4  e    | 47.4          | 1.64   | 1.14   | 1.26   |
|GJ 1115   |08 53 48.3|+35 13 36|  9.30 |dM0       | 45.0          | 1.14   | 1.10   | 0.48   |
|Gl 490A   |12 57 41.2|+35 13 36| 10.68 |M0 Ve     | 47.4          | 1.44   | 1.13   | 0.84   |
|Gl 378.3  |10 07 25.4|+35 14 43|  4.48 |A7 V      | 47.8          | 0.18   | 0.08   |        |
|Gl 450    |11 51 08.9|+35 16 07|  9.73 |M1 Ve     |123.5          | 1.51   | 1.20   | 0.88   |
|Gl 158    |04 03 07.7|+35 17 33|  8.51 |K1 V      | 54.8          | 0.87   | 0.37   | 0.34   |
|NN 3587   |10 11 43.6|+35 18 47| 14.50 |M4        | 42.0          |        |        | 1.27   |
|Gl 94     |02 19 00.4|+35 21 29| 12.55 |M3.5      | 54.8          | 1.47   | 1.08   |        |
|NN 3572   |09 55 43.6|+35 21 51| 12.73 |M4        | 57.0          |        |        | 1.11   |
|Gl 226.3  |06 06 09.2|+35 23 28|  6.11 |G0 V      | 49.0          | 0.60   | 0.06   |        |
|NN 3929   |15 58 19.8|+35 24 11| 12.69 |M6  :     | 61.0          | 1.59   |        | 1.15   |
|Gl 85.1   |02 10 05.9|+35 26 08| 13.74 |M3        | 44.9          | 1.48   | 1.08   |        |
|NN 3147   |02 17 08.2|+35 26 46| 15.99 |m+        | 96.6          |        |        |        |
|Gl 554    |14 30 46.7|+35 27 02|  8.70 |dK5       | 44.0          | 1.04   | 0.91   | 0.40   |
|NN 3886   |15 01 11.0|+35 27 30| 12.05 |M2        | 43.0          |        |        | 0.93   |
|Gl 29.1   |00 42 47.3|+35 32 50| 10.52 |dM0  e    | 47.2          | 1.50   | 1.08   | 0.88   |
|GJ 1138   |10 49 48.5|+35 33 36| 13.02 |m         |102.4          | 1.66   | 1.15   | 1.31   |
|NN 3873   |14 54 26.9|+35 33 39| 12.31 |M3.5      | 86.0          |        |        | 1.20   |
|NN 4105   |19 12 28.4|+35 33 56| 12.01 |m         | 58.0          | 1.56   | 1.23   | 1.00   |
|NN 3130   |02 03 47.0|+35 35 29|  8.36 |G5        | 78.0          |        |        |        |
|Gl 53.3   |01 09 42.7|+35 37 22|  2.05 |M0 IIIe   | 48.7          | 1.57   | 1.96   |        |
|Gl 519    |13 37 27.1|+35 43 09|  9.04 |dM1       |101.9          | 1.42   | 1.16   | 0.66   |
|Gl 356B   |09 35 42.5|+35 48 46| 13.00 |          | 87.0          |        |        |        |
|Gl 356A   |09 35 42.5|+35 48 46|  5.41 |G8 V      | 87.0          | 0.77   | 0.44   | 0.26   |
|Gl 417    |11 12 33.0|+35 48 59|  6.41 |G0 V      | 44.0          | 0.61   | 0.10   |        |
|NN 3948   |16 15 55.4|+35 49 07|  9.62 |K5        | 41.0          | 1.23   | 1.36   |        |
|Gl 501.1  |13 10 37.2|+35 56 04|  8.16 |F5 IV     | 46.9          | 0.58   | 0.07   |        |
|NN 4041   |18 04 17.3|+35 57 39| 10.83 |M0        | 56.0          | 1.48   |        | 0.82   |
|Gl 411    |11 03 23.0|+36 02 08|  7.48 |M2 Ve     |397.3          | 1.51   | 1.12   | 0.92   |
|NN 4027   |17 47 58.1|+36 06 58|  7.62 |G5        | 54.0          |        |        |        |
|NN 3629   |10 51 21.5|+36 07 28| 13.46 |m         | 45.0          |        |        | 1.16   |
|NN 4034   |17 55 24.9|+36 11 18|  7.84 |G5        | 50.0          |        |        |        |
|NN 42991  |22 50 36.0|+36 11 37| 12.00 |m         | 47.0          |        |        |        |
|Gl 277A   |07 31 59.0|+36 13 23| 10.58 |dM3.5e    | 83.0          | 1.47   | 1.15   | 1.07   |
|Gl 277B   |07 31 58.0|+36 13 59| 11.78 |dM4.5e    | 83.0          | 1.52   | 1.18   | 1.22   |
|Gl 906    |23 45 48.5|+36 15 16|  9.90 |dM0       | 55.5          | 1.35   | 1.20   | 0.58   |
|Gl 850    |22 11 12.3|+36 15 37|  7.24 |K0        | 51.0          | 0.79   | 0.46   |        |
|GJ 1170   |13 17 58.5|+36 18 14| 11.29 |dM2       | 46.0          | 1.41   | 1.14   | 0.83   |
|NN 3968   |16 40 49.6|+36 18 53| 11.50 |M2        | 55.0          | 1.50   |        | 0.93   |
|Gl 353    |09 31 57.7|+36 19 38| 10.19 |dM2       | 65.5          | 1.50   | 1.26   | 0.78   |
|GJ 1289   |23 43 02.9|+36 32 21| 12.57 |k         |123.0          | 1.60   | 1.64   | 1.29   |
|NN 3190   |02 59 08.4|+36 36 56| 13.04 |M3.5      | 53.0          | 1.52   |        | 1.16   |
|Gl 6      |00 08 41.4|+36 37 42|  6.21 |F8 IV     | 46.2          | 0.49   |-0.06   |        |
|NN 3639   |11 03 10.3|+36 39 08| 13.67 |m         | 51.0          |        |        | 1.22   |
|NN 3124   |02 00 07.3|+36 39 55| 13.93 |m         | 40.0          |        |        | 1.19   |
|NN 3812   |13 50 53.7|+36 44 11| 13.65 |M3.5      | 57.0          |        |        | 1.26   |
|Gl 626.2  |16 28 27.8|+36 45 39| 13.85 |DZA6      | 64.0          | 0.17   |-0.67   |        |
|NN 3479   |08 06 49.5|+36 45 55| 12.95 |m         | 54.0          |        |        | 1.15   |
|GJ 1047C  |02 20 59.3|+36 53 12| 14.26 |m         | 46.3          | 1.70   | 1.50   | 1.16   |
|GJ 1047B  |02 21 01.3|+36 53 30| 14.05 |m         | 46.3          |        |        |        |
|GJ 1047A  |02 21 01.3|+36 53 30| 14.05 |m         | 46.3          | 1.68   |        | 1.13   |
|Gl 639    |16 48 35.8|+37 01 07|  8.41 |K7 V      | 52.3          | 0.82   | 0.44   |        |
|NN 3760   |13 05 31.7|+37 08 15| 11.72 |M4        | 59.0          |        |        | 0.99   |
|GJ 1092   |06 49 04.3|+37 08 16| 13.76 |m         | 75.8          | 1.66   | 0.94   | 1.25   |
|GJ 1091   |06 48 50.3|+37 08 35| 13.34 |          | 44.3          | 1.35   |        | 0.99   |
|Gl 217    |05 45 59.5|+37 17 33|  7.36 |K1 V      | 56.7          | 0.83   | 0.51   |        |
|Gl 754.2  |19 19 38.9|+37 20 02|  6.31 |G8 V      | 60.0          | 0.68   | 0.21   |        |
|NN 3903A  |15 24 30.0|+37 22 34|  4.31 |F0 V      | 42.0          | 0.31   | 0.07   |        |
|NN 3904B  |15 24 30.0|+37 22 52|  6.50 |G1 V      | 42.0          | 0.59   | 0.13   |        |
|NN 4009   |17 28 30.1|+37 27 15| 13.35 |m         | 47.0          |        |        | 1.16   |
|NN 4165   |20 49 05.9|+37 28 05| 12.93 |DA4       | 55.0          | 0.14   |-0.67   |        |
|Wo 9303   |09 36 16.3|+37 31 45| 11.02 |K5        | 40.0          | 1.44   |        | 0.73   |
|Gl 246    |06 47 39.1|+37 31 46| 12.06 |DA2       | 62.6          |-0.08   |-0.92   |        |
|GJ 1223   |18 02 45.5|+37 31 56| 14.85 |m         | 83.5          | 1.77   |        | 1.47   |
|NN 3157   |02 25 36.8|+37 32 36| 14.05 |m         | 52.0          |        |        | 1.27   |
|GJ 1134   |10 41 44.4|+37 36 54| 12.98 |m         | 96.2          | 1.68   | 1.17   | 1.30   |
|NN 3431B  |07 10 15.1|+37 40 23| 15.68 |DQ8       | 41.5          | 0.30   |-0.70   |        |
|NN 3430A  |07 10 14.1|+37 40 23| 14.67 |sdM6      | 41.5          | 1.65   | 1.27   | 1.25   |
|NN 3152B  |02 20 24.1|+37 47 32| 16.70 |k         | 40.0          |        |        |        |
|NN 3151A  |02 20 24.1|+37 47 32| 12.68 |m         | 40.0          |        |        | 1.05   |
|Gl 451B   |11 52 41.7|+37 48 01| 12.00 |          |116.0          |        |        |        |
|Gl 451A   |11 52 41.7|+37 48 01|  6.45 |G8 VI     |116.0          | 0.75   | 0.17   | 0.29   |
|Gl 588.1  |15 33 55.0|+37 54 54| 11.28 |dM0       | 40.0          | 1.50   | 1.20   | 0.77   |
|NN 4174   |20 59 13.8|+37 55 49|  8.00 |K5        | 44.3          | 1.67   | 2.03   |        |
|Wo 9531   |15 55 47.1|+37 56 44|  5.45 |F0 IV     | 43.2          | 0.33   | 0.03   |        |
|Gl 822.1C |21 14 46.3|+38 00 54| 12.00 |M3        | 51.4          | 1.53   | 1.14   | 1.04   |
|Gl 822.1B |21 14 47.2|+38 02 24|  6.42 |G0 V      | 51.4          | 0.60   | 0.09   |        |
|Gl 822.1A |21 14 47.2|+38 02 24|  3.82 |F0 IV     | 51.4          | 0.38   | 0.03   | 0.14   |
|Gl 161.1  |04 08 35.7|+38 02 31|  5.52 |F7 V      | 43.0          | 0.46   |-0.03   |        |
|NN 3233   |03 32 20.2|+38 03 44|  7.28 |G5        | 65.0          |        |        |        |
|NN 3978   |16 50 54.7|+38 08 59| 10.55 |dK8       |102.0          | 1.59   | 1.14   | 0.98   |
|NN 4327   |23 17 23.8|+38 13 00| 11.46 |m         | 56.1          | 1.54   | 1.20   | 1.04   |
|NN 4287   |22 37 30.3|+39 23 12|  9.41 |M2        | 71.0          |        |        | 0.66   |
|Gl 134    |03 18 05.5|+38 15 38| 10.28 |dM1.5e    | 64.2          | 1.48   | 1.20   | 0.86   |
|NN 3089   |01 20 33.6|+38 20 01| 10.64 |dK8       | 24.0          | 1.14   | 1.17   | 0.49   |
|NN 4058   |18 25 32.2|+38 21 54| 11.27 |M1        | 39.0          | 1.48   | 1.19   | 0.76   |
|NN 4138   |20 11 25.3|+38 23 54|  7.95 |G8 V      | 41.0          | 0.86   | 0.57   |        |
|NN 3992   |17 11 33.9|+38 26 32| 11.61 |m         |101.0          |        |        | 1.15   |
|Gl 706    |18 09 38.8|+38 27 51|  6.40 |K2 V      | 88.7          | 0.87   | 0.59   | 0.34   |
|Gl 563.1  |14 48 01.3|+38 28 09|  9.71 |dM2       | 47.0          | 1.32   | 1.14   | 0.55   |
|GJ 1249   |20 05 08.4|+38 28 37|  6.17 |G5 IV     | 43.8          | 0.65   | 0.18   |        |
|NN 4369   |23 50 54.4|+38 29 47| 14.18 |m         | 45.0          |        |        | 1.25   |
|Gl 400A   |10 45 21.2|+38 30 37|  9.30 |dM2       | 81.5          | 1.41   | 1.20   | 0.74   |
|Gl 400B   |10 45 21.2|+38 30 37| 12.20 |          | 81.5          |        |        |        |
|GJ 1122A  |09 19 20.5|+38 31 19| 14.52 |m         | 49.6          | 1.68   |        | 1.34   |
|GJ 1122B  |09 19 20.5|+38 31 25| 14.67 |m         | 49.6          | 1.68   |        | 1.35   |
|Gl 268    |07 10 03.7|+38 32 36| 11.49 |M4.5 Ve   |164.6          | 1.71   | 1.20   | 1.37   |
|Gl 792    |20 31 25.7|+38 33 06| 13.48 |M4        | 66.4          | 1.76   |        | 1.24   |
|NN 3825   |14 06 54.8|+38 37 27| 14.54 |m         | 37.4          | 1.70   | 2.05   |        |
|NN 4381   |23 57 51.0|+38 37 54| 12.64 |m         | 59.0          |        |        | 1.13   |
|Gl 794.3  |20 38 39.7|+38 38 19|  6.75 |G2 V      | 40.0          | 0.62   | 0.12   |        |
|Gl 612    |16 06 28.8|+38 38 24|  8.61 |K3 V      | 38.0          | 0.96   | 0.71   |        |
|Gl 820A   |21 06 37.0|+38 42 06|  5.21 |K5 Ve     |288.7          | 1.18   | 1.11   | 0.47   |
|Gl 820B   |21 06 37.0|+38 42 06|  6.03 |K7 Ve     |288.7          | 1.37   | 1.23   | 0.60   |
|GJ 1234   |19 18 58.4|+38 43 35| 14.57 |DC7       | 85.6          | 0.44   |-0.36   |        |
|Gl 721    |18 36 55.8|+38 46 49|  0.03 |A0 V      |129.6          | 0.00   |-0.01   |-0.09   |
|NN 4049B  |18 18 04.3|+38 47 27| 13.53 |m         | 88.0          | 1.77   |        | 1.24   |
|NN 4048A  |18 18 05.3|+38 47 27| 11.87 |m         | 88.0          | 1.58   |        | 1.07   |
|NN 4152   |20 36 46.1|+38 50 36| 13.35 |m         | 49.0          |        |        | 1.17   |
|NN 3673   |11 35 34.8|+38 55 42| 13.11 |m         | 59.0          |        |        | 1.19   |
|NN 3086A  |01 20 01.9|+38 59 14| 11.39 |dM0       | 24.0          | 1.31   |        | 0.58   |
|NN 3087B  |01 20 02.9|+38 59 26| 14.35 |k-m       | 24.0          |        |        | 1.14   |
|GJ 1070   |04 22 30.8|+39 01 12| 15.27 |k-m       | 53.7          | 1.71   |        | 1.42   |
|NN 3842   |14 20 04.7|+39 02 59| 12.31 |M0:e:     | 49.0          | 1.51   | 1.00   | 1.03   |
|NN 3299AB |04 34 53.2|+39 08 35|  9.30 |K5        | 40.0          |        |        |        |
|Gl 611A   |16 04 59.1|+39 09 19|  6.66 |G8 V      | 80.1          | 0.73   | 0.21   |        |
|Gl 611B   |16 04 53.1|+39 09 30| 14.23 |m         | 72.5          | 1.72   |        | 1.25   |
|NN 4354   |23 38 42.5|+39 09 49| 13.58 |m         | 42.0          |        |        | 1.16   |
|NN 3718   |12 15 29.4|+39 11 14| 11.89 |m         | 40.0          |        |        | 0.88   |
|NN 3674   |11 36 39.6|+39 11 42| 10.03 |K5        | 45.0          | 1.35   | 1.27   | 0.60   |
|NN 4099   |19 09 20.8|+39 12 25| 11.33 |M0        | 55.0          | 1.53   | 1.21   | 0.89   |
|NN 3445   |07 31 56.2|+39 13 48| 13.08 |m         | 43.0          |        |        | 1.10   |
|NN 3438   |07 18 09.4|+39 16 32| 10.33 |M0.5      | 66.0          | 1.51   | 1.20   | 0.80   |
|Gl 484    |12 45 01.3|+39 16 36|  5.95 |G0 V      | 63.5          | 0.55   |-0.03   | 0.22   |
|NN 3974   |16 49 24.7|+39 16 41|  9.75 |K4        | 44.0          | 1.27   |        | 0.54   |
|NN 4256   |22 06 00.6|+39 18 20| 12.69 |m         | 44.0          |        |        | 1.05   |
|Gl 834B   |21 36 39.5|+39 27 30| 12.30 |          | 49.8          |        |        |        |
|Gl 834A   |21 36 39.5|+39 27 30| 10.34 |dM0       | 49.8          | 1.42   | 1.10   | 0.77   |
|Gl 343.1  |09 27 28.2|+39 30 26|  9.84 |dK8  e    | 44.0          | 1.29   | 1.17   | 0.55   |
|NN 4113   |19 33 39.2|+39 31 53| 11.70 |M2.5      | 60.0          |        |        | 0.99   |
|NN 3558   |09 30 00.8|+39 37 31| 12.13 |m         | 54.0          |        |        | 1.03   |
|NN 3714   |12 12 28.0|+39 40 37| 11.41 |M2 V      | 50.0          | 1.51   |        | 0.88   |
|NN 4069   |18 41 38.2|+39 42 22| 13.42 |m         | 64.0          |        |        | 1.25   |
|Wo 9557B  |16 19 55.5|+39 42 29| 11.00 |          | 40.9          |        |        |        |
|Wo 9557A  |16 19 55.5|+39 42 29|  5.46 |F3 IV-V   | 40.9          | 0.40   |-0.08   |        |
|Gl 593A   |15 36 03.7|+39 48 08|  7.43 |K2 V      | 47.0          | 0.91   | 0.69   | 0.28   |
|Gl 593B   |15 36 03.7|+39 48 08|  7.60 |          | 47.0          |        |        |        |
|NN 4233   |21 52 18.3|+39 48 08|  8.23 |K2        | 29.0          | 0.73   | 0.28   |        |
|Gl 591    |15 35 58.7|+39 49 50|  7.60 |K3 V      | 47.0          | 0.96   | 0.76   | 0.29   |
|Gl 170    |04 30 24.1|+39 51 23| 13.91 |M4.5      | 95.9          | 1.73   | 1.33   | 1.41   |
|NN 3144   |02 16 16.6|+39 51 30| 14.54 |DA6       | 45.0          | 0.23   |-0.61   |        |
|GJ 1042   |02 11 16.6|+39 55 42| 14.52 |DZ7       | 59.2          | 0.33   |-0.47   |        |
|NN 3662   |11 25 00.6|+40 00 13| 10.33 |dM0       | 44.0          | 1.36   | 1.25   | 0.64   |
|NN 3640   |11 04 16.6|+40 00 19| 10.74 |K5        | 44.0          | 1.40   | 1.23   |        |
|Gl 815B   |21 00 03.0|+40 04 28| 11.90 |          | 66.1          |        |        |        |
|Gl 815A   |21 00 03.0|+40 04 28| 10.34 |dM3  eJ   | 66.1          | 1.52   | 1.07   | 0.92   |
|NN 3415A  |06 56 27.4|+40 04 51|  9.12 |K5 V      | 38.1          | 1.12   | 1.05   | 0.43   |
|NN 3416B  |06 56 27.4|+40 04 51| 11.10 |M1        | 38.1          | 1.43   |        | 0.81   |
|NN 3979   |16 52 54.9|+40 05 19| 13.44 |m         | 45.0          |        |        | 1.16   |
|Gl 197    |05 19 06.0|+40 06 29|  4.71 |G2 IV-V   | 69.5          | 0.63   | 0.12   | 0.20   |
|GJ 1121   |09 09 26.3|+40 06 30| 14.55 |m         | 45.9          | 1.82   |        | 1.27   |
|NN 4063   |18 34 36.1|+40 07 33| 11.42 |M3  p     |124.0          | 1.42   |        | 1.21   |
|Gl 28     |00 40 47.4|+40 11 45|  7.36 |K2 Ve     | 58.5          | 0.94   | 0.72   | 0.31   |
|Gl 105.6  |02 42 15.0|+40 11 46|  4.92 |F9 V      | 42.7          | 0.59   | 0.14   | 0.19   |
|GJ 1124   |09 22 27.0|+40 12 22|  7.63 |K2 V      | 54.1          | 0.99   | 0.76   |        |
|NN 3706   |12 09 38.7|+40 15 13|  7.47 |K0 V      | 46.0          | 0.79   | 0.43   |        |
|NN 3933   |16 00 52.5|+40 19 57| 13.12 |m         | 47.0          |        |        | 1.13   |
|NN 3199AB |03 06 52.7|+40 21 38|  9.71 |K5        | 40.0          | 1.19   | 1.06   | 0.56   |
|Gl 407    |10 59 29.0|+40 25 48|  5.05 |G0 V      | 71.9          | 0.61   | 0.13   |        |
|NN 3562   |09 37 04.6|+40 34 43| 14.03 |m         | 47.0          |        |        | 1.24   |
|NN 4073   |18 43 22.4|+40 39 53| 18.23 |m         | 70.8          |        |        |        |
|NN 4062   |18 31 58.9|+40 40 46| 11.99 |m         | 79.0          |        |        | 1.13   |
|GJ 1073   |04 52 30.6|+40 43 16| 13.43 |k         | 77.4          | 1.61   |        | 1.29   |
|NN 3959   |16 31 19.2|+40 51 39| 14.79 |m+        |100.0          | 1.72   |        | 1.60   |
|Gl 14     |00 17 03.7|+40 56 52|  9.00 |dM0.5     | 71.0          | 1.36   | 1.18   | 0.61   |
|Gl 619    |16 20 53.1|+40 57 33|  8.98 |dM0  p    | 68.0          | 1.30   | 1.17   | 0.56   |
|NN 4260   |22 09 40.7|+41 01 52| 12.57 |k-m       | 44.4          | 1.49   |        |        |
|Wo 9393   |12 10 57.3|+41 03 19| 10.67 |M2 V      | 44.0          | 1.35   |        | 0.69   |
|NN 3574   |09 57 41.8|+41 03 23|  5.14 |F6 Vas    | 50.0          | 0.46   | 0.00   |        |
|NN 3875   |14 54 56.4|+41 08 41| 14.67 |m         | 41.0          |        |        | 1.28   |
|Wo 9326   |10 22 11.4|+41 13 51|  5.77 |F7 V      | 48.0          | 0.53   | 0.07   |        |
|GJ 1105   |07 58 12.2|+41 18 46| 12.00 |k         |123.5          | 1.63   | 1.15   | 1.21   |
|Gl 475    |12 33 47.4|+41 21 10|  4.27 |G0 V      |114.7          | 0.59   | 0.05   | 0.21   |
|Gl 61     |01 36 48.5|+41 24 41|  4.09 |F8 V      | 57.4          | 0.54   | 0.06   | 0.18   |
|GJ 1064A  |03 46 59.7|+41 26 40|  8.15 |K1 V      | 48.9          | 0.78   | 0.20   |        |
|GJ 1064B  |03 46 59.7|+41 26 46|  8.75 |K2 V      | 48.9          | 0.90   | 0.45   |        |
|NN 4338B  |23 29 20.6|+41 28 14| 12.44 |M3 :      | 67.5          | 1.61   | 1.06   | 1.28   |
|NN 4337A  |23 29 21.6|+41 28 26| 11.87 |M2        | 67.2          | 1.52   | 1.09   | 1.14   |
|GJ 1270   |22 29 43.0|+41 28 29| 13.25 |m         | 72.3          | 1.65   |        | 1.27   |
|NN 4064   |18 35 16.4|+41 29 18| 11.78 |M2        | 44.0          |        |        | 0.90   |
|NN 3396   |06 31 50.4|+41 29 55| 14.83 |m         | 90.0          |        |        | 1.53   |
|GJ 1082   |05 36 20.5|+41 30 03| 14.75 |DA7       | 53.0          | 0.32   |-0.54   |        |
|Gl 836.8  |21 44 30.6|+41 35 50|  9.63 |dK6       | 52.3          | 1.34   | 1.20   | 0.59   |
|NN 3080   |01 13 05.0|+41 39 17|  7.28 |G5        | 47.0          | 0.78   | 0.31   |        |
|Gl 321    |08 45 11.9|+41 40 52|  8.58 |K3 V      | 56.3          | 0.94   | 0.73   | 0.35   |
|NN 3585   |10 06 45.5|+41 43 09| 11.32 |M0        | 39.0          | 1.49   | 1.22   |        |
|Gl 671    |17 19 52.1|+41 43 32| 11.37 |M3        | 77.4          | 1.56   |        | 1.04   |
|NN 3729   |12 29 03.5|+41 44 01| 12.90 |m         | 70.0          |        |        | 1.21   |
|NN 3164   |02 33 58.4|+41 46 45| 13.62 |m         | 41.0          |        |        | 1.16   |
|Gl 839    |21 53 57.5|+41 47 00| 10.35 |dM1       | 46.0          | 1.36   | 1.20   | 0.66   |
|Gl 332B   |09 00 40.3|+41 47 08|  6.18 |G5 V      | 66.3          | 0.65   | 0.19   |        |
|Gl 332A   |09 00 40.3|+41 47 08|  4.11 |F3 V      | 66.3          | 0.37   | 0.02   |        |
|NN 3852   |14 29 36.6|+41 47 53|  6.35 |G5 V      | 59.0          | 0.70   | 0.21   |        |
|NN 4246   |21 59 21.6|+41 51 48| 12.76 |m         | 44.0          |        |        | 1.06   |
|Gl 793.1  |20 32 52.7|+41 53 29|  7.09 |G9 V      | 51.1          | 0.79   | 0.38   | 0.31   |
|NN 4346   |23 35 41.1|+41 57 54| 11.20 |M0        | 44.0          | 1.43   | 1.26   | 0.82   |
|GJ 1059   |03 23 00.9|+42 00 58| 15.33 |m         | 65.4          | 1.89   |        | 1.48   |
|NN 3100   |01 35 36.7|+42 02 31| 10.99 |dM0       | 40.6          | 1.30   | 1.26   | 0.53   |
|Gl 462    |12 21 53.3|+42 08 28|  9.45 |M0 Ve     | 79.5          | 1.36   | 1.22   | 0.60   |
|NN 3678   |11 39 00.7|+42 19 23|  8.26 |K5 V      | 50.0          | 0.96   | 0.82   |        |
|GJ 1213   |17 13 00.2|+42 20 15| 10.10 |dM1       | 37.2          | 1.27   | 1.13   | 0.63   |
|NN 3312   |04 46 27.3|+42 20 53|  6.52 |G0        | 52.0          |        |        |        |
|Gl 838.3B |21 51 53.4|+42 20 55| 11.45 |M1        | 36.0          | 1.43   |        | 0.73   |
|Gl 838.3A |21 51 53.4|+42 20 55|  7.86 |G8        | 36.0          | 0.78   | 0.32   |        |
|Gl 602    |15 52 38.9|+42 26 32|  4.61 |F9 V      | 57.5          | 0.57   | 0.00   | 0.21   |
|NN 3696   |11 58 17.6|+42 34 48| 14.08 |m         | 56.0          |        |        | 1.29   |
|Gl 67     |01 41 43.7|+42 36 56|  4.95 |G1.5 V    | 73.1          | 0.62   | 0.12   | 0.21   |
|NN 3031   |00 22 16.3|+42 36 56| 16.50 |DC9       | 42.0          | 0.72   |-0.16   |        |
|NN 3697   |11 59 01.4|+42 39 36| 12.07 |m         | 42.0          |        |        | 0.93   |
|Gl 722.1  |18 38 01.1|+42 39 54|  8.34 |dK0  e    | 32.0          | 0.82   | 0.39   |        |
|Gl 365    |09 43 25.8|+42 42 09|  8.12 |K5 V      | 50.5          | 1.15   | 1.15   | 0.42   |
|GJ 1148   |11 41 48.0|+42 45 10| 11.90 |M3.5      | 89.1          | 1.52   | 1.13   | 1.23   |
